,CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
553,1.0,18.0,53.0,15.0,3.0
554,1.0,3.0,2.0,3.0,9.0
555,1.0,8.0,22.0,2.0,1.0
556,1.0,1.0,5.0,2.0,5.0
557,2.0,1.0,3.0,7.0,1.0
558,1.0,2.0,44.0,1.0,1.0
559,1.0,4.0,24.0,1.0,23.0
560,9.0,4.0,13.0,2.0,6.0
561,3.0,1.0,5.0,1.0,1.0
562,1.0,1.0,9.0,40.0,11.0
563,1.0,8.0,97.0,1.0,32.0
564,53.0,10.0,1.0,1.0,78.0
565,1.0,23.0,4.0,1.0,32.0
566,1.0,4.0,1.0,2.0,30.0
567,7.0,85.0,2.0,1.0,14.0
568,1.0,2.0,1.0,30.0,11.0
569,22.0,2.0,157.0,3.0,242.0
570,1.0,1.0,2.0,2.0,1.0
571,1.0,5.0,8.0,2.0,14.0
572,8.0,2.0,5.0,4.0,2.0
573,1.0,3.0,2.0,1.0,53.0
574,1.0,1.0,2.0,4.0,52.0
575,1.0,2.0,17.0,8.0,1.0
576,1.0,27.0,17.0,2.0,1.0
577,2.0,14.0,1.0,52.0,5.0
578,1.0,5.0,22.0,3.0,1549.0
579,1.0,2.0,16.0,2.0,386.0
580,102.0,5.0,2.0,47.0,4.0
581,51.0,36.0,6.0,1.0,1.0
582,2.0,3.0,2.0,3.0,422.0
583,85.0,1.0,1.0,1.0,4.0
584,13.0,6.0,25.0,1.0,55.0
585,1.0,5.0,174.0,1.0,1.0
586,4.0,5.0,1.0,3.0,2.0
587,3.0,15.0,10.0,1.0,5.0
588,1.0,1.0,59.0,6.0,2.0
589,1.0,3.0,3.0,1.0,199.0
590,100.0,1.0,1.0,38.0,1.0
591,2.0,5.0,2.0,3.0,4.0
592,1.0,24.0,5.0,1.0,1.0
593,167.0,7.0,1.0,1.0,218.0
594,4.0,1.0,3.0,4.0,7.0
595,6.0,1.0,1.0,1.0,36.0
596,2.0,3.0,1.0,2.0,2.0
597,1.0,1.0,3.0,2.0,4.0
598,1.0,6.0,2.0,7.0,1.0
599,2.0,2.0,5.0,1.0,5.0
600,2.0,2.0,1.0,3.0,13.0
601,2.0,9.0,9.0,160.0,1.0
602,1.0,1.0,1.0,1.0,7.0
603,2.0,7.0,109.0,1.0,5.0
604,4.0,4.0,2.0,2.0,2.0
605,4.0,15.0,2.0,10.0,17.0
606,3.0,5.0,5.0,1.0,22.0
607,3.0,9.0,111.0,3.0,26.0
608,1.0,4.0,4.0,2.0,17.0
609,6.0,2.0,3.0,5.0,2.0
610,2.0,2.0,59.0,2.0,2.0
611,1.0,13.0,2.0,1.0,7.0
612,4.0,3.0,8.0,7.0,4.0
613,3.0,1.0,4.0,1.0,1.0
614,2.0,3.0,3.0,94.0,1.0
615,15.0,6.0,3.0,1.0,3.0
616,6.0,1.0,3.0,91.0,1.0
617,1.0,7.0,45.0,4.0,5.0
618,2.0,5.0,153.0,1.0,31.0
619,5.0,6.0,3.0,74.0,3.0
620,1.0,2.0,56.0,1.0,2.0
621,10.0,1.0,1.0,1.0,10.0
622,1.0,2.0,2.0,2.0,24.0
623,4.0,43.0,56.0,10.0,3.0
624,1.0,3.0,3.0,2.0,2.0
625,4.0,10.0,8.0,3.0,1.0
626,3.0,2.0,2.0,1.0,22.0
627,2.0,2.0,8.0,1.0,25.0
628,1.0,35.0,35.0,1.0,31.0
