,CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
316,1.0,3.0,12.0,5.0,3.0
317,5.0,11.0,2.0,1.0,30.0
318,1.0,1.0,2.0,1.0,3.0
319,23.0,32.0,1.0,48.0,1.0
320,3.0,36.0,2.0,2.0,9.0
321,17.0,23.0,28.0,2.0,2.0
322,30.0,2.0,12.0,176.0,3.0
323,2.0,1.0,23.0,5.0,1.0
324,1.0,6.0,1.0,1.0,39.0
325,2.0,114.0,15.0,4.0,28.0
326,11.0,3.0,3.0,9.0,6.0
327,1.0,32.0,44.0,3.0,19.0
328,3.0,6.0,7.0,1.0,10.0
329,10.0,32.0,41.0,1.0,12.0
330,6.0,2.0,6.0,1.0,1.0
331,2.0,13.0,3.0,1.0,3.0
332,2.0,4.0,6.0,1.0,15.0
333,7.0,3.0,28.0,1.0,19.0
334,32.0,20.0,68.0,41.0,6.0
335,1.0,19.0,36.0,58.0,1.0
336,1.0,1.0,10.0,3.0,4.0
337,1.0,2.0,1.0,1.0,1.0
338,1.0,1.0,32.0,1.0,1.0
339,1.0,14.0,4.0,7.0,3.0
340,7.0,6.0,1.0,1.0,2.0
341,4.0,13.0,6.0,4.0,3.0
342,5.0,3.0,1.0,1.0,1.0
343,1.0,1.0,1.0,1.0,1.0
344,12.0,3.0,2.0,9.0,2.0
345,1.0,6.0,41.0,17.0,1.0
346,2.0,1.0,1.0,1.0,2.0
347,2.0,47.0,1.0,92.0,1.0
348,1.0,1.0,125.0,102.0,1.0
349,1.0,1.0,27.0,17.0,12.0
350,30.0,2.0,152.0,94.0,21.0
351,2.0,1.0,4.0,4.0,2.0
352,1.0,2.0,2.0,1.0,36.0
353,5.0,1.0,5.0,119.0,64.0
354,1.0,1.0,6.0,1.0,2.0
355,6.0,1.0,3.0,6.0,2.0
356,10.0,1.0,1.0,16.0,1.0
357,1.0,1.0,5.0,13.0,1.0
358,22.0,3.0,25.0,1.0,21.0
359,1.0,49.0,32.0,10.0,1.0
360,6.0,33.0,1.0,3.0,2.0
361,1.0,6.0,1.0,167.0,10.0
362,1.0,36.0,8.0,7.0,5.0
363,12.0,2.0,4.0,8.0,6.0
364,2.0,1.0,2.0,10.0,4.0
365,1.0,1.0,194.0,27.0,18.0
366,14.0,1.0,11.0,1.0,8.0
367,7.0,1.0,105.0,17.0,2.0
368,1.0,1.0,1.0,5.0,2.0
369,1.0,1.0,2.0,1.0,1.0
370,3.0,4.0,3.0,12.0,3.0
371,1.0,4.0,1.0,1.0,1.0
372,1.0,16.0,1.0,3.0,2.0
373,1.0,1.0,1.0,49.0,4.0
374,29.0,1.0,25.0,5.0,64.0
375,18.0,76.0,3.0,3.0,1.0
376,32.0,14.0,6.0,4.0,11.0
377,1.0,2.0,59.0,32.0,3.0
378,18.0,7.0,37.0,4.0,11.0
379,3.0,14.0,302.0,16.0,47.0
380,42.0,1.0,57.0,30.0,1.0
381,30.0,1.0,23.0,1.0,7.0
382,1.0,1.0,95.0,5.0,5.0
383,11.0,2.0,1.0,6.0,1.0
384,27.0,1.0,9.0,4.0,3.0
385,1.0,1.0,19.0,6.0,1.0
386,1.0,2.0,40.0,111.0,1.0
387,11.0,1.0,66.0,7.0,1.0
388,2.0,14.0,9.0,2.0,1.0
389,14.0,16.0,17.0,1.0,7.0
390,1.0,1.0,66.0,1.0,1.0
391,1.0,5.0,30.0,2.0,1.0
392,3.0,31.0,4.0,1.0,4.0
393,2.0,1.0,45.0,1.0,1.0
394,1.0,1.0,124.0,59.0,3.0
395,1.0,5.0,126.0,2.0,1.0
396,1.0,1.0,97.0,123.0,2.0
397,2.0,1.0,62.0,2.0,12.0
398,1.0,4.0,31.0,5.0,1.0
399,1.0,1.0,1.0,3.0,1.0
400,14.0,18.0,21.0,13.0,9.0
401,506.0,7.0,4.0,1.0,22.0
402,139.0,6.0,47.0,1.0,72.0
403,425.0,3.0,158.0,1.0,1.0
404,3.0,1.0,10.0,39.0,1.0
405,325.0,1.0,1.0,1.0,31.0
406,456.0,2.0,12.0,4.0,3.0
407,3.0,1.0,54.0,25.0,1.0
408,4.0,1.0,2.0,2.0,33.0
409,12.0,1.0,1.0,19.0,2.0
410,5.0,1.0,35.0,1.0,8.0
411,1.0,1.0,44.0,1.0,1.0
412,1.0,8.0,153.0,1.0,8.0
413,7.0,60.0,44.0,2.0,19.0
414,11.0,1.0,43.0,3.0,1.0
415,4.0,3.0,8.0,29.0,1.0
416,1.0,3.0,1.0,8.0,121.0
417,1.0,3.0,97.0,1.0,9.0
418,10.0,1.0,1.0,2.0,2.0
419,2.0,1.0,18.0,1.0,23.0
420,1.0,19.0,26.0,3.0,6.0
421,1.0,1.0,5.0,9.0,18.0
422,43.0,10.0,1.0,1.0,12.0
423,2.0,2.0,126.0,11.0,1.0
424,24.0,1.0,34.0,20.0,2.0
425,1.0,2.0,22.0,26.0,4.0
426,2.0,1.0,2.0,1.0,12.0
427,4.0,6.0,151.0,1.0,11.0
428,20.0,6.0,9.0,1.0,19.0
429,5.0,27.0,3.0,2.0,8.0
430,1.0,1.0,2.0,6.0,1.0
431,1.0,8.0,10.0,7.0,2.0
432,33.0,1.0,112.0,3.0,55.0
433,13.0,1.0,1.0,7.0,1.0
434,1.0,2.0,33.0,1.0,2.0
435,5.0,1.0,1.0,22.0,16.0
436,1.0,3.0,2.0,2.0,1.0
437,18.0,4.0,50.0,2.0,7.0
438,2.0,12.0,29.0,2.0,1.0
439,15.0,7.0,3.0,14.0,17.0
440,1.0,1.0,2.0,6.0,16.0
441,4.0,11.0,1.0,1.0,1.0
442,1.0,4.0,1.0,45.0,2.0
443,3.0,12.0,172.0,1.0,1.0
444,1.0,2.0,13.0,1.0,17.0
445,1.0,7.0,3.0,1.0,1.0
446,3.0,5.0,33.0,1.0,156.0
447,1.0,67.0,2.0,1.0,14.0
448,2.0,12.0,10.0,5.0,1.0
449,1.0,7.0,1.0,1.0,11.0
450,7.0,1.0,54.0,1.0,1.0
451,1.0,4.0,6.0,1.0,1.0
452,1.0,1.0,8.0,6.0,1.0
453,1.0,10.0,1.0,18.0,10.0
454,1.0,1.0,3.0,1.0,2.0
455,1.0,84.0,1.0,2.0,5.0
456,1.0,6.0,1.0,1.0,1.0
457,7.0,62.0,8.0,14.0,1.0
458,1.0,1.0,4.0,1.0,79.0
459,1.0,60.0,3.0,2.0,6.0
460,1.0,34.0,10.0,17.0,1.0
461,1.0,10.0,1.0,1.0,3.0
462,1.0,1.0,9.0,1.0,1.0
463,1.0,5.0,51.0,15.0,65.0
464,3.0,1.0,120.0,23.0,1.0
465,1.0,15.0,59.0,1.0,1.0
466,4.0,1.0,4.0,2.0,14.0
467,1.0,21.0,66.0,23.0,1.0
468,9.0,35.0,5.0,34.0,1.0
469,1.0,4.0,1.0,3.0,55.0
470,1.0,2.0,39.0,2.0,65.0
471,1.0,3.0,15.0,2.0,243.0
472,1.0,1.0,2.0,7.0,20.0
473,1.0,9.0,1.0,168.0,1.0
474,1.0,79.0,39.0,3.0,7.0
475,13.0,2.0,16.0,1.0,3.0
476,1.0,52.0,25.0,15.0,2.0
477,1.0,2.0,7.0,109.0,5.0
478,2.0,17.0,12.0,2.0,29.0
479,1.0,63.0,1.0,5.0,3.0
480,1.0,1.0,6.0,1.0,59.0
481,1.0,69.0,11.0,26.0,16.0
482,1.0,1.0,3.0,3.0,3.0
483,1.0,4.0,3.0,5.0,5.0
484,7.0,25.0,35.0,18.0,34.0
485,2.0,4.0,1.0,1.0,6.0
486,1.0,17.0,5.0,3.0,18.0
487,41.0,2.0,3.0,1.0,60.0
488,1.0,26.0,56.0,1.0,1.0
489,2.0,77.0,1.0,11.0,198.0
490,1.0,46.0,128.0,1.0,1.0
491,1.0,2.0,57.0,36.0,386.0
492,11.0,7.0,123.0,9.0,3.0
493,1.0,2.0,4.0,1.0,1.0
494,1.0,6.0,8.0,1.0,4.0
495,1.0,12.0,4.0,1.0,2.0
496,9.0,44.0,1.0,1.0,2.0
497,6.0,10.0,2.0,2.0,55.0
498,14.0,2.0,1.0,1.0,218.0
499,1.0,2.0,23.0,1.0,422.0
500,13.0,5.0,1.0,2.0,1.0
501,1.0,22.0,1.0,1.0,1.0
502,7.0,87.0,2.0,2.0,2.0
503,3.0,6.0,65.0,1.0,6.0
504,105.0,4.0,1.0,1.0,260.0
505,1.0,7.0,26.0,1.0,9.0
506,2.0,7.0,12.0,2.0,12.0
507,1.0,4.0,24.0,7.0,1.0
508,56.0,2.0,20.0,1.0,1.0
509,1.0,1.0,37.0,1.0,4.0
510,1.0,2.0,1.0,1.0,36.0
511,1.0,12.0,3.0,2.0,3.0
512,1.0,3.0,4.0,1.0,4.0
513,21.0,1.0,2.0,1.0,4.0
514,2.0,14.0,59.0,13.0,1.0
515,1.0,18.0,14.0,1.0,25.0
516,1.0,1.0,40.0,1.0,4.0
517,1.0,8.0,16.0,1.0,1.0
518,55.0,18.0,4.0,1.0,31.0
519,1.0,1.0,54.0,1.0,7.0
520,2.0,13.0,1.0,1.0,17.0
521,1.0,4.0,1.0,15.0,5.0
522,1.0,1.0,27.0,3.0,3.0
523,98.0,3.0,1.0,1.0,32.0
524,16.0,1.0,1.0,1.0,23.0
525,3.0,1.0,6.0,2.0,2.0
526,14.0,8.0,1.0,3.0,1.0
527,4.0,10.0,1.0,1.0,22.0
528,1.0,18.0,9.0,1.0,1.0
529,54.0,1.0,1.0,1.0,23.0
530,2.0,4.0,1.0,1.0,79.0
531,1.0,9.0,50.0,1.0,38.0
532,1.0,1.0,1.0,1.0,2.0
533,103.0,1.0,1.0,1.0,1.0
534,5.0,1.0,1.0,1.0,1.0
535,4.0,4.0,1.0,25.0,1.0
536,5.0,3.0,24.0,1.0,3.0
537,1.0,3.0,1.0,1.0,1549.0
538,2.0,33.0,1.0,1.0,20.0
539,1.0,21.0,4.0,2.0,22.0
540,5.0,7.0,1.0,1.0,19.0
541,3.0,1.0,1.0,4.0,1.0
542,3.0,4.0,3.0,2.0,4.0
543,5.0,5.0,1.0,1.0,1.0
544,2.0,6.0,31.0,1.0,3.0
545,15.0,5.0,12.0,13.0,4.0
546,2.0,1.0,1.0,1.0,56.0
547,6.0,1.0,1.0,1.0,1.0
548,3.0,1.0,66.0,3.0,1.0
549,86.0,140.0,45.0,120.0,26.0
