CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
6.0,1.0,8.0,1.0,18
4.0,8.0,65.0,1.0,1
16.0,1.0,1.0,1.0,5
2.0,48.0,15.0,16.0,1
2.0,2.0,1.0,37.0,14
73.0,2.0,3.0,3.0,5
3.0,1.0,10.0,3.0,1
2.0,9.0,2.0,1.0,1
1.0,7.0,60.0,9.0,1
45.0,2.0,1.0,1.0,2
10.0,1.0,7.0,1.0,258
6.0,1.0,1.0,8.0,355
44.0,17.0,2.0,1.0,1
6.0,2.0,7.0,1.0,64
5.0,18.0,1.0,1.0,2
21.0,2.0,3.0,1.0,9
10.0,18.0,6.0,2.0,1
12.0,27.0,1.0,26.0,17
4.0,1.0,20.0,24.0,139
25.0,1.0,95.0,1.0,1
18.0,1.0,10.0,7.0,4
5.0,7.0,10.0,4.0,6
1.0,12.0,1.0,1.0,2
1.0,1.0,1.0,1.0,216
40.0,1.0,1.0,1.0,16
13.0,51.0,1.0,111.0,2
1.0,34.0,1.0,6.0,1
1.0,10.0,62.0,2.0,36
1.0,62.0,4.0,652.0,129
7.0,1.0,1.0,52.0,109
1.0,2.0,129.0,1.0,82
7.0,15.0,1.0,6.0,2
25.0,8.0,1.0,2.0,1
1.0,52.0,2.0,3.0,20
1.0,63.0,29.0,1.0,1
9.0,17.0,5.0,11.0,27
20.0,2.0,96.0,3.0,91
1.0,6.0,153.0,63.0,2
4.0,1.0,1.0,1.0,14
2.0,3.0,1.0,1.0,1
1.0,1.0,28.0,1.0,1
1.0,1.0,1.0,2.0,1
32.0,1.0,51.0,6.0,4
16.0,1.0,4.0,14.0,1
12.0,1.0,1.0,1.0,8
3.0,1.0,10.0,2.0,2
1.0,7.0,1.0,1.0,41
2.0,4.0,127.0,47.0,43
649.0,1.0,126.0,1.0,1
1.0,1.0,2.0,38.0,10
1.0,3.0,6.0,12.0,4
30.0,1.0,52.0,1.0,50
4.0,6.0,76.0,1.0,83
4.0,1.0,1.0,3.0,1
2.0,1.0,15.0,1.0,43
1.0,1.0,182.0,1.0,4
8.0,2.0,1.0,226.0,1
1.0,27.0,26.0,5.0,1
1.0,20.0,2.0,3.0,2
14.0,3.0,1.0,1.0,34
1.0,32.0,1.0,3.0,3
1.0,35.0,1.0,3.0,18
2.0,2.0,13.0,1.0,204
7.0,4.0,1.0,2.0,18
2.0,6.0,4.0,4.0,7
14.0,1.0,49.0,2.0,1
67.0,1.0,4.0,1.0,16
258.0,64.0,1.0,3.0,3
3.0,2.0,2.0,3.0,8
3.0,49.0,2.0,8.0,23
2.0,83.0,1.0,2.0,5
3.0,2.0,1.0,3.0,39
2.0,10.0,6.0,4.0,1
1.0,2.0,2.0,48.0,17
1.0,4.0,2.0,2.0,1
1.0,7.0,15.0,5.0,1
1.0,5.0,1.0,1.0,2
1.0,1.0,17.0,1.0,17
5.0,2.0,78.0,3.0,1
17.0,2.0,3.0,1.0,32
1.0,2.0,12.0,38.0,1
4.0,1.0,1.0,131.0,115
29.0,3.0,1.0,3.0,2
11.0,10.0,1.0,8.0,7
1.0,1.0,1.0,2.0,77
73.0,1.0,1.0,6.0,2
7.0,20.0,1.0,4.0,55
2.0,1.0,1.0,1.0,3
1.0,1.0,2.0,3.0,2
38.0,1.0,2.0,4.0,40
4.0,11.0,1.0,3.0,2
40.0,5.0,1.0,16.0,5
66.0,185.0,4.0,20.0,2
1.0,62.0,1.0,3.0,17
2.0,1.0,50.0,122.0,90
15.0,14.0,4.0,34.0,4
43.0,1.0,133.0,1.0,5
14.0,2.0,1.0,7.0,43
16.0,1.0,1.0,10.0,4
1.0,5.0,5.0,3.0,8
1.0,8.0,24.0,1.0,5
83.0,1.0,1.0,2.0,8
2.0,6.0,3.0,1.0,4
6.0,4.0,4.0,1.0,6
7.0,3.0,110.0,4.0,2
8.0,14.0,198.0,3.0,271
26.0,7.0,1.0,1.0,27
2.0,1.0,1.0,44.0,1
40.0,1.0,3.0,5.0,1
15.0,4.0,44.0,1.0,41
1.0,4.0,20.0,643.0,4
7.0,4.0,6.0,49.0,80
2.0,1.0,4.0,19.0,108
1.0,7.0,14.0,8.0,1
1.0,1.0,3.0,2.0,1
2.0,11.0,151.0,30.0,1
18.0,14.0,154.0,2.0,2
7.0,2.0,1.0,57.0,9
1.0,1.0,13.0,2.0,7
6.0,8.0,1.0,1.0,10
47.0,2.0,25.0,1.0,22
10.0,55.0,126.0,2.0,70
4.0,10.0,1.0,9.0,109
2.0,6.0,10.0,1.0,1
1.0,2.0,216.0,1.0,1
1.0,27.0,1.0,1.0,55
3.0,6.0,2.0,2.0,1
15.0,1.0,37.0,35.0,112
1.0,14.0,1.0,2.0,1
2.0,37.0,1.0,67.0,1
1.0,2.0,4.0,2.0,11
2.0,29.0,2.0,1.0,1
5.0,2.0,9.0,1.0,1
3.0,4.0,1.0,1.0,41
1.0,6.0,1.0,1.0,2
19.0,1.0,67.0,1.0,4
10.0,1.0,3.0,73.0,10
11.0,1.0,7.0,6.0,1
1.0,2.0,1.0,1.0,34
1.0,1.0,2.0,3.0,4
479.0,1.0,36.0,8.0,1
5.0,1.0,20.0,4.0,3
52.0,3.0,19.0,1.0,179
4.0,1.0,2.0,1.0,329
1.0,1.0,34.0,1.0,1
1.0,1.0,34.0,3.0,85
1.0,1.0,18.0,1.0,1
2.0,1.0,9.0,1.0,3
