CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
2.0,2.0,1.0,1.0,53
6.0,3.0,2.0,2.0,3
19.0,8.0,1.0,1.0,3
6.0,2.0,1.0,1.0,5
5.0,58.0,1.0,1.0,6
24.0,1.0,1.0,54.0,21
2.0,8.0,1.0,3.0,1
1.0,6.0,4.0,5.0,3
5.0,1.0,42.0,1.0,1
48.0,1.0,2.0,1.0,1
11.0,13.0,6.0,1.0,5
2.0,3.0,8.0,39.0,9
3.0,1.0,142.0,1.0,1
10.0,2.0,6.0,13.0,1
57.0,1.0,7.0,1.0,3
2.0,9.0,5.0,1.0,45
3.0,40.0,5.0,1.0,7
29.0,40.0,44.0,1.0,48
1.0,1.0,3.0,4.0,2
10.0,4.0,5.0,1.0,34
8.0,1.0,3.0,23.0,1
20.0,14.0,6.0,2.0,7
2.0,1.0,5.0,1.0,110
1.0,2.0,108.0,139.0,58
23.0,1.0,1.0,1.0,2
8.0,3.0,106.0,1.0,28
11.0,1.0,1.0,2.0,1
13.0,3.0,1.0,1.0,1
10.0,1.0,1.0,1.0,1
6.0,20.0,2.0,4.0,4
2.0,4.0,9.0,7.0,8
6.0,7.0,42.0,1.0,4
1.0,1.0,1.0,3.0,13
1.0,18.0,14.0,1.0,1
7.0,21.0,1.0,1.0,71
2.0,7.0,1.0,1.0,5
13.0,7.0,4.0,1.0,12
1.0,8.0,4.0,1.0,488
2.0,1.0,18.0,1.0,16
1.0,3.0,10.0,3.0,5
2.0,1.0,29.0,4.0,1
3.0,2.0,3.0,3.0,1
1.0,35.0,10.0,1.0,4
2.0,2.0,1.0,3.0,33
5.0,2.0,1.0,4.0,2
5.0,7.0,121.0,1.0,1
1.0,1.0,156.0,5.0,10
9.0,8.0,1.0,2.0,2
3.0,66.0,40.0,1.0,1
2.0,77.0,3.0,4.0,1
14.0,36.0,19.0,5.0,19
1.0,3.0,123.0,9.0,9
3.0,3.0,4.0,1.0,12
329.0,1.0,3.0,2.0,38
2.0,1.0,6.0,1.0,19
13.0,13.0,218.0,3.0,1
2.0,32.0,1.0,1.0,1
2.0,5.0,5.0,3.0,2
5.0,1.0,1.0,1.0,1
1.0,2.0,3.0,1.0,1
1.0,5.0,31.0,5.0,1
1.0,8.0,1.0,2.0,1
1.0,1.0,3.0,4.0,1
1.0,9.0,1.0,3.0,1
1.0,5.0,2.0,48.0,35
10.0,2.0,3.0,5.0,1
2.0,6.0,3.0,1.0,1
1.0,8.0,7.0,2.0,54
3.0,2.0,6.0,6.0,2
1.0,5.0,5.0,3.0,3
1.0,2.0,7.0,1.0,1
1.0,45.0,59.0,1.0,2
1.0,2.0,3.0,1.0,68
1.0,5.0,6.0,3.0,64
1.0,9.0,16.0,1.0,2
1.0,2.0,1.0,1.0,3
2.0,3.0,4.0,43.0,3
55.0,5.0,13.0,2.0,38
127.0,4.0,1.0,1.0,2
3.0,1.0,5.0,116.0,9
3.0,5.0,33.0,1.0,1
4.0,249.0,2.0,2.0,3
2.0,193.0,147.0,1.0,1
1.0,1.0,2.0,2.0,2
7.0,27.0,1.0,4.0,2
63.0,4.0,17.0,1.0,8
10.0,2.0,9.0,12.0,5
7.0,1.0,3.0,3.0,60
4.0,12.0,3.0,6.0,13
1.0,1.0,1.0,11.0,2
1.0,5.0,22.0,4.0,1
1.0,4.0,27.0,4.0,26
2.0,34.0,15.0,1.0,4
1.0,1.0,15.0,1.0,1
3.0,9.0,1.0,4.0,2
31.0,1.0,1.0,3.0,13
8.0,3.0,1.0,2.0,1
2.0,2.0,7.0,2.0,1
3.0,3.0,1.0,1.0,1
21.0,12.0,1.0,2.0,1
1.0,3.0,1.0,8.0,6
2.0,1.0,1.0,1.0,3
44.0,4.0,1.0,1.0,1
119.0,1.0,1.0,1.0,4
3.0,1.0,1.0,2.0,61
2.0,24.0,1.0,3.0,2
58.0,1.0,1.0,1.0,1
10.0,12.0,1.0,17.0,1
14.0,15.0,1.0,1.0,1
6.0,9.0,53.0,21.0,4
52.0,4.0,4.0,3.0,112
59.0,2.0,3.0,1.0,37
1.0,26.0,91.0,1.0,6
16.0,7.0,2.0,1.0,1
5.0,1.0,1.0,122.0,7
9.0,1.0,5.0,38.0,1
2.0,1.0,54.0,1.0,17
5.0,8.0,7.0,1.0,1
9.0,1.0,18.0,1.0,8
1.0,4.0,6.0,7.0,48
47.0,60.0,7.0,2.0,94
5.0,1.0,9.0,4.0,2
17.0,1.0,1.0,1.0,1
