CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
3.0,18.0,139.0,1.0,1
28.0,1.0,1.0,1.0,4
3.0,19.0,33.0,14.0,1
6.0,1.0,19.0,8.0,1
1.0,8.0,1.0,64.0,5
4.0,1.0,1.0,116.0,53
1.0,17.0,5.0,4.0,10
1.0,1.0,24.0,8.0,12
2.0,3.0,28.0,17.0,39
8.0,1.0,1.0,7.0,5
1.0,2.0,1.0,1.0,2
2.0,1.0,1.0,1.0,15
1.0,29.0,1.0,5.0,3
44.0,4.0,1.0,11.0,1
1.0,7.0,3.0,5.0,2
2.0,1.0,1.0,1.0,2
15.0,10.0,1.0,1.0,66
16.0,3.0,1.0,1.0,3
133.0,14.0,1.0,16.0,1
5.0,8.0,1.0,48.0,1
2.0,2.0,1.0,4.0,98
28.0,6.0,1.0,164.0,40
13.0,9.0,1.0,2.0,1
1.0,1.0,1.0,22.0,5
4.0,80.0,1.0,4.0,1
4.0,3.0,1.0,1.0,58
80.0,1.0,1.0,1.0,1
58.0,4.0,76.0,1.0,12
1.0,5.0,4.0,12.0,97
1.0,3.0,145.0,1.0,4
2.0,3.0,1.0,4.0,1
31.0,45.0,4.0,13.0,1
6.0,4.0,1.0,1.0,1
35.0,8.0,2.0,25.0,1
